imdb,year,title,code
tt0147612,1998,Happiness,1998PASS
tt0147800,1999,10 Things I Hate About You,1999PASS
tt0149691,1999,Anywhere But Here,1999FAIL
tt0151568,1999,Topsy-Turvy,1999PASS
tt0151804,1999,Office Space,1999FAIL
tt0154420,1998,Festen (The Celebration),1998FAIL
tt0155711,1999,Flawless,1999FAIL
tt0155776,1999,Jawbreaker,1999PASS
tt0157503,1999,Drop Dead Gorgeous,1999PASS
tt0158811,1999,Muppets From Space,1999PASS
tt0158983,1999,South Park: Bigger Longer  Uncut,1999FAIL
tt0159365,2003,Cold Mountain,2003PASS
tt0160127,2000,Charlies Angels,2000PASS
tt0160399,2001,Impostor,2001FAIL
tt0161081,2000,What Lies Beneath,2000PASS
tt0161860,2001,Nowhere in Africa,2001PASS
tt0162222,2000,Cast Away,2000FAIL
tt0162346,2001,Ghost World,2001PASS
tt0162661,1999,Sleepy Hollow,1999PASS
tt0162973,1998,Get Real,1998FAIL
tt0163651,1999,American Pie,1999FAIL
tt0163978,2000,The Beach,2000FAIL
tt0164052,2000,Hollow Man,2000PASS
tt0164334,2001,Along Came A Spider,2001PASS
tt0164912,1999,Stuart Little,1999FAIL
tt0165643,1999,Black and White,1999PASS
tt0165929,2000,Romeo Must Die,2000FAIL
tt0165982,2003,Sinbad: Legend of the Seven Seas,2003FAIL
tt0166276,2001,Monkeybone,2001FAIL
tt0166485,1999,Anna and the King,1999FAIL
tt0166813,2002,Spirit: Stallion of the Cimarron,2002FAIL
tt0166924,2001,Mulholland Dr.,2001PASS
tt0167190,2004,Hellboy,2004FAIL
tt0167260,2003,The Lord of the Rings: The Return of the King,2003FAIL
tt0167261,2002,The Lord of the Rings: The Two Towers,2002FAIL
tt0167404,1999,The Sixth Sense,1999FAIL
tt0168629,2000,Dancer in the Dark,2000PASS
tt0168786,2002,Antwone Fisher,2002FAIL
tt0169547,1999,American Beauty,1999PASS
tt0171363,1999,The Haunting,1999PASS
tt0171804,1999,Boys Dont Cry,1999PASS
tt0172493,1999,"Girl, Interrupted",1999PASS
tt0172495,2000,Gladiator,2000FAIL
tt0173716,2000,Cecil B. Demented,2000PASS
tt0175880,1999,Magnolia,1999FAIL
tt0177789,1999,Galaxy Quest,1999FAIL
tt0179116,1999,But Im a Cheerleader,1999PASS
tt0180052,2002,The Adventures of Pluto Nash,2002FAIL
tt0180093,2000,Requiem for a Dream,2000PASS
tt0181316,1999,Blue Streak,1999FAIL
tt0181689,2002,Minority Report,2002FAIL
tt0181739,2001,Osmosis Jones,2001FAIL
tt0181852,2003,Terminator 3: Rise of the Machines,2003PASS
tt0181875,2000,Almost Famous,2000PASS
tt0181984,2000,Boiler Room,2000FAIL
tt0182508,2000,Urbania,2000FAIL
tt0183523,2000,Mission to Mars,2000FAIL
tt0183649,2002,Phone Booth,2002FAIL
tt0183790,2001,A Knights Tale,2001FAIL
tt0184894,2000,Shanghai Noon,2000FAIL
tt0185431,2000,Little Nicky,2000FAIL
tt0185937,1999,The Blair Witch Project,1999PASS
tt0187078,2000,Gone in Sixty Seconds,2000FAIL
tt0187393,2000,The Patriot,2000FAIL
tt0187738,2002,Blade II,2002FAIL
tt0190138,2000,The Whole Nine Yards,2000PASS
tt0190332,2000,"Wo hu cang long (Crouching Tiger, Hidden Dragon)",2000PASS
tt0190590,2000,"O Brother, Where Art Thou?",2000FAIL
tt0190641,1999,Pocket Monsters: Mewtwo Strikes Back!,1999FAIL
tt0190865,2000,Vertical Limit,2000FAIL
tt0191754,2000,28 Days,2000PASS
tt0195234,2000,Saving Grace,2000PASS
tt0195685,2000,Erin Brockovich,2000PASS
tt0195714,2000,Final Destination,2000FAIL
tt0196229,2001,Zoolander,2001PASS
tt0198021,2000,Where the Heart Is,2000PASS
tt0198781,2001,"Monsters, Inc.",2001FAIL
tt0199626,2003,In the Cut,2003PASS
tt0199725,2000,Love  Basketball,2000PASS
tt0199753,2000,Red Planet,2000FAIL
tt0200465,2008,The Bank Job,2008PASS
tt0200550,2000,Coyote Ugly,2000FAIL
tt0202677,2000,The Way of the Gun,2000FAIL
tt0203009,2001,Moulin Rouge!,2001PASS
tt0203119,2000,Sexy Beast,2000FAIL
tt0204946,2000,Bring It On,2000PASS
tt0206275,2001,Save the Last Dance,2001PASS
tt0206634,2006,Children of Men,2006PASS
tt0207201,2000,What Women Want,2000FAIL
tt0208092,2000,Snatch.,2000FAIL
tt0209144,2000,Memento,2000FAIL
tt0209475,2001,The Wedding Planner,2001PASS
tt0209958,2000,The Cell,2000FAIL
tt0210299,2000,Songcatcher,2000PASS
tt0210616,2000,Center Stage,2000PASS
tt0210945,2000,Remember the Titans,2000FAIL
tt0211443,2001,Jason X,2001PASS
tt0212338,2000,Meet the Parents,2000FAIL
tt0212346,2000,Miss Congeniality,2000PASS
tt0212712,2004,2046,2004PASS
tt0212720,2001,Artificial Intelligence: AI,2001FAIL
tt0212985,2001,Hannibal,2001PASS
tt0213149,2001,Pearl Harbor,2001FAIL
tt0213203,2000,Rugrats in Paris:,2000PASS
tt0217505,2002,Gangs of New York,2002FAIL
tt0217869,2000,Unbreakable,2000FAIL
tt0218817,2001,Antitrust,2001FAIL
tt0218839,2000,Best in Show,2000PASS
tt0219699,2000,The Gift,2000FAIL
tt0221027,2001,Blow,2001FAIL
tt0221218,2001,The Glass House,2001PASS
tt0221889,2000,Beautiful Creatures,2000PASS
tt0227538,2001,Spy Kids,2001PASS
tt0230011,2001,Atlantis: The Lost Empire,2001FAIL
tt0230600,2001,The Others,2001PASS
tt0232500,2001,The Fast and the Furious,2001FAIL
tt0234215,2003,The Matrix Reloaded,2003PASS
tt0236348,2001,Josie and the Pussycats,2001PASS
tt0238380,2002,Equilibrium,2002FAIL
tt0238546,2002,Queen of the Damned,2002PASS
tt0238924,2002,The Dangerous Lives of Altar Boys,2002FAIL
tt0240200,2005,Water,2005PASS
tt0240462,2001,Dr. Dolittle 2,2001PASS
tt0240772,2001,Oceans Eleven,2001FAIL
tt0241303,2000,Chocolat,2000PASS
tt0241527,2001,Harry Potter and the Sorcerers Stone,2001PASS
tt0242423,2000,"Dude, Wheres My Car",2000FAIL
tt0242587,2001,L.I.E.,2001FAIL
tt0242653,2003,The Matrix Revolutions,2003PASS
tt0242998,2001,Valentine,2001FAIL
tt0243155,2001,Bridget Joness Diary,2001PASS
tt0244000,2001,American Outlaws,2001FAIL
tt0244970,2001,Someone Like You...,2001PASS
tt0245674,2001,Thir13en Ghosts,2001FAIL
tt0246460,2002,Die Another Day,2002FAIL
tt0246578,2001,Donnie Darko,2001FAIL
tt0247638,2001,The Princess Diaries,2001PASS
tt0247745,2001,Super Troopers,2001FAIL
tt0248845,2001,Hedwig and the Angry Inch,2001PASS
tt0249462,2000,Billy Elliot,2000PASS
tt0250494,2001,Legally Blonde,2001PASS
tt0251075,2001,Evolution,2001PASS
tt0251127,2003,How to Lose a Guy in 10 Days,2003FAIL
tt0252076,2002,Maid in Manhattan,2002PASS
tt0252444,2002,Rabbit-Proof Fence,2002PASS
tt0253126,2001,High Heels and Low Lifes,2001PASS
tt0253556,2002,Reign of Fire,2002FAIL
tt0253754,2002,Star Trek: Nemesis,2002FAIL
tt0253867,2002,The Sweetest Thing,2002PASS
tt0256380,2001,Shallow Hal,2001PASS
tt0257001,2000,Pokemon: The Movie 2000,2000FAIL
tt0257076,2003,S.W.A.T.,2003PASS
tt0257360,2002,About Schmidt,2002FAIL
tt0257516,2005,Cursed,2005PASS
tt0257756,2002,High Crimes,2002PASS
tt0258000,2002,Panic Room,2002PASS
tt0258068,2002,The Quiet American,2002FAIL
tt0258273,2001,Lovely and Amazing,2001PASS
tt0258463,2002,The Bourne Identity,2002FAIL
tt0259446,2002,My Big Fat Greek Wedding,2002PASS
tt0259711,2001,Vanilla Sky,2001FAIL
tt0260866,2001,Dont Say A Word,2001PASS
tt0261392,2001,Jay and Silent Bob Strike Back,2001PASS
tt0263488,2001,Jeepers Creepers,2001PASS
tt0264464,2002,Catch Me If You Can,2002FAIL
tt0264761,2001,Kissing Jessica Stein,2001PASS
tt0265086,2001,Black Hawk Down,2001FAIL
tt0265343,2001,Monsoon Wedding,2001PASS
tt0265666,2001,The Royal Tenenbaums,2001PASS
tt0266452,2002,Death to Smoochy,2002FAIL
tt0266543,2003,Finding Nemo,2003FAIL
tt0266697,2003,Kill Bill: Vol. 1,2003PASS
tt0267804,2001,The One,2001FAIL
tt0267913,2002,Scooby-Doo,2002PASS
tt0268126,2002,Adaptation,2002FAIL
tt0268380,2002,Ice Age,2002FAIL
tt0268978,2001,A Beautiful Mind,2001FAIL
tt0268995,2001,The Majestic,2001FAIL
tt0271027,2001,Kiss of the Dragon,2001FAIL
tt0274558,2002,The Hours,2002PASS
tt0275022,2002,Crossroads,2002PASS
tt0275847,2002,Lilo and Stitch,2002PASS
tt0277434,2002,We Were Soldiers,2002PASS
tt0278500,2002,The Importance of Being Earnest,2002PASS
tt0278504,2002,Insomnia,2002FAIL
tt0279113,2002,The Good Girl,2002PASS
tt0280460,2002,The Banger Sisters,2002PASS
tt0280590,2002,Mr Deeds,2002FAIL
tt0280707,2001,Gosford Park,2001PASS
tt0280760,2002,Igby Goes Down,2002FAIL
tt0281373,2002,Snow Dogs,2002FAIL
tt0282209,2003,Darkness Falls,2003FAIL
tt0283003,2002,Spun,2002PASS
tt0283084,2002,Tuck Everlasting,2002PASS
tt0283139,2002,White Oleander,2002PASS
tt0283426,2003,The Jungle Book 2,2003FAIL
tt0283503,2007,Brooklyn Rules,2007PASS
tt0283832,2002,8 femmes,2002PASS
tt0285531,2003,Dreamcatcher,2003FAIL
tt0286106,2002,Signs,2002FAIL
tt0286112,2001,Shaolin Soccer,2001FAIL
tt0286244,2003,Les triplettes de Belleville,2003PASS
tt0286261,2002,All or Nothing,2002PASS
tt0286499,2002,Bend It Like Beckham,2002PASS
tt0286716,2003,Hulk,2003FAIL
tt0287717,2002,Spy Kids 2: Island of Lost Dreams,2002PASS
tt0287978,2003,Daredevil,2003FAIL
tt0289043,2002,28 Days Later...,2002PASS
tt0289408,2002,The Powerpuff Girls,2002PASS
tt0289765,2002,Red Dragon,2002FAIL
tt0289879,2004,The Butterfly Effect,2004FAIL
tt0290095,2002,The Tuxedo,2002FAIL
tt0290334,2003,X2 (X-Men 2),2003PASS
tt0290879,2001,The Legend of Suriyothai,2001PASS
tt0292644,2002,The Rules of Attraction,2002FAIL
tt0293508,2004,The Phantom of the Opera,2004FAIL
tt0293662,2002,The Transporter,2002FAIL
tt0294870,2005,Rent,2005PASS
tt0295178,2002,Austin Powers in Goldmember,2002FAIL
tt0295297,2002,Harry Potter and the Chamber of Secrets,2002PASS
tt0295700,2003,Wrong Turn,2003PASS
tt0295701,2002,xXx,2002FAIL
tt0296166,2002,Real Women Have Curves,2002PASS
tt0296572,2004,The Chronicles of Riddick,2004FAIL
tt0297181,2002,I Spy,2002FAIL
tt0297884,2002,Far from Heaven,2002PASS
tt0298130,2002,The Ring,2002PASS
tt0298148,2004,Shrek 2,2004PASS
tt0298203,2002,8 Mile,2002FAIL
tt0298228,2002,Whale Rider,2002PASS
tt0298814,2003,The Core,2003PASS
tt0299172,2004,Home on the Range,2004PASS
tt0299658,2002,Chicago,2002PASS
tt0300471,2003,Shanghai Knights,2003FAIL
tt0300532,2002,Blue Crush,2002PASS
tt0300556,2003,Timeline,2003FAIL
tt0301357,2003,Goodbye Lenin!,2003PASS
tt0301470,2003,Jeepers Creepers II,2003PASS
tt0302674,2002,Gerry,2002FAIL
tt0303361,2002,May,2002PASS
tt0303816,2002,Cabin Fever,2002PASS
tt0303933,2002,Drumline,2002FAIL
tt0304141,2004,Harry Potter and the Prisoner of  Azkaban,2004PASS
tt0304415,2003,Mona Lisa Smile,2003PASS
tt0304669,2002,The Santa Clause 2,2002FAIL
tt0305357,2003,Charlies Angels: Full Throttle,2003PASS
tt0306047,2003,Scary Movie 3,2003PASS
tt0306685,2003,Cradle 2 the Grave,2003FAIL
tt0307453,2004,Shark Tale,2004FAIL
tt0307479,2002,Solaris,2002FAIL
tt0307901,2002,25th Hour,2002FAIL
tt0308644,2004,Finding Neverland,2004PASS
tt0309593,2003,Final Destination 2,2003PASS
tt0309698,2003,Identity,2003FAIL
tt0310778,2003,Bon voyage,2003PASS
tt0311113,2003,Master and Commander: The Far Side of the World,2003FAIL
tt0311289,2003,Holes,2003FAIL
tt0311429,2003,The League of Extraordinary Gentlemen,2003FAIL
tt0311648,1993,Pieces of April,1993PASS
tt0313737,2002,Two Weeks Notice,2002PASS
tt0314331,2003,Love Actually,2003PASS
tt0315327,2003,Bruce Almighty,2003PASS
tt0315733,2003,21 grams,2003FAIL
tt0315983,2003,House of Sand and Fog,2003PASS
tt0316396,2003,Peter Pan,2003PASS
tt0316654,2004,Spider-Man 2,2004FAIL
tt0317198,2004,Bridget Jones: The Edge of Reason,2004PASS
tt0317219,2006,Cars,2006FAIL
tt0317303,2003,Daddy Day Care,2003PASS
tt0317705,2004,The Incredibles,2004PASS
tt0317740,2003,The Italian Job,2003FAIL
tt0318627,2004,Resident Evil: Apocalypse,2004PASS
tt0319061,2003,Big Fish,2003FAIL
tt0319262,2004,The Day After Tomorrow,2004PASS
tt0319970,2002,Carrie,2002PASS
tt0320661,2005,Kingdom of Heaven,2005FAIL
tt0320691,2003,Underworld,2003FAIL
tt0322259,2003,2 Fast 2 Furious,2003FAIL
tt0322330,2003,Freaky Friday,2003PASS
tt0323944,2003,Shattered Glass,2003FAIL
tt0324133,2003,Swimming Pool,2003PASS
tt0325703,2003,Lara Croft Tomb Raider: The Cradle of Life,2003FAIL
tt0325710,2003,The Last Samurai,2003FAIL
tt0325980,2003,Pirates of the Caribbean: The Curse of the Black Pearl,2003FAIL
tt0327056,2003,Mystic River,2003PASS
tt0327137,2003,Secondhand Lions,2003FAIL
tt0327162,2004,The Stepford Wives,2004PASS
tt0327247,2004,The Whole Ten Yards,2004FAIL
tt0327437,2004,Around the World in 80 Days,2004FAIL
tt0327554,2004,Catwoman,2004PASS
tt0327597,2009,Coraline,2009PASS
tt0327679,2004,Ella Enchanted,2004PASS
tt0327753,2002,Funny Ha Ha,2002PASS
tt0328538,2003,Thirteen,2003PASS
tt0329717,2003,Hollywood Homicide,2003FAIL
tt0330373,2005,Harry Potter and the Goblet of Fire,2005FAIL
tt0331933,2005,Man of the House,2005PASS
tt0332280,2004,The Notebook,2004FAIL
tt0332375,2004,Saved!,2004PASS
tt0332379,2003,The School of Rock,2003FAIL
tt0332452,2004,Troy,2004FAIL
tt0333766,2004,Garden State,2004PASS
tt0333780,2003,"Legally Blonde 2: Red, White  Blonde",2003PASS
tt0335119,2003,Girl with a Pearl Earring,2003PASS
tt0335266,2003,Lost In Translation,2003FAIL
tt0337563,2004,13 Going on 30,2004PASS
tt0337741,2003,Somethings Gotta Give,2003FAIL
tt0337921,2004,Cellular,2004PASS
tt0337978,2007,Live Free or Die Hard,2007FAIL
tt0338013,2004,Eternal Sunshine of the Spotless Mind,2004FAIL
tt0338188,2003,The Missing,2003PASS
tt0338348,2004,The Polar Express,2004FAIL
tt0338427,2005,Shopgirl,2005FAIL
tt0338459,2003,Spy Kids 3-D: Game Over,2003PASS
tt0338526,2004,Van Helsing,2004PASS
tt0338751,2004,The Aviator,2004FAIL
tt0339291,2004,Lemony Snickets A Series of Unfortunate Events,2004PASS
tt0339840,2003,Undead,2003PASS
tt0340855,2003,Monster,2003PASS
tt0342258,2005,Danny the dog,2005FAIL
tt0342272,2005,Dear Wendy,2005FAIL
tt0343660,2004,50 First Dates,2004FAIL
tt0343818,2004,"I, Robot",2004FAIL
tt0344510,2004,A Very Long Engagement,2004PASS
tt0345074,2004,Connie and Carla,2004PASS
tt0346156,2004,Sky Captain and the World of Tomorrow,2004PASS
tt0348150,2006,Superman Returns,2006FAIL
tt0348333,2005,Waiting...,2005PASS
tt0349416,2004,Eulogy,2004PASS
tt0349825,2004,Miracle,2004FAIL
tt0350028,2004,Raising Helen,2004PASS
tt0350258,2004,Ray,2004FAIL
tt0351283,2005,Madagascar,2005FAIL
tt0352248,2005,Cinderella Man,2005FAIL
tt0356470,2004,A Cinderella Story,2004PASS
tt0356721,2004,I Heart Huckabees,2004PASS
tt0356910,2005,Mr.  Mrs. Smith,2005FAIL
tt0357110,2005,The Ballad of Jack and Rose,2005PASS
tt0357413,2004,Anchorman: The Legend of Ron Burgundy,2004FAIL
tt0357507,2005,Boogeyman,2005FAIL
tt0358082,2005,Robots,2005FAIL
tt0358273,2005,Walk the Line,2005PASS
tt0359423,2004,A Home at the End of The World,2004FAIL
tt0360201,2004,Wimbledon,2004PASS
tt0360486,2005,Constantine,2005FAIL
tt0360717,2005,King Kong,2005FAIL
tt0361748,2009,Inglourious Basterds,2009FAIL
tt0362165,2005,Son of the Mask,2005FAIL
tt0362227,2004,The Terminal,2004FAIL
tt0362269,2004,Kinsey,2004PASS
tt0362270,2004,The Life Aquatic with Steve Zissou,2004FAIL
tt0362478,2009,The Box,2009PASS
tt0363282,2004,New York Minute,2004FAIL
tt0363547,2004,Dawn of the Dead,2004PASS
tt0363771,2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005PASS
tt0363988,2004,Secret Window,2004FAIL
tt0364725,2004,Dodgeball: A True Underdog Story,2004PASS
tt0365748,2004,Shaun of the Dead,2004PASS
tt0365929,2009,Whiteout,2009PASS
tt0366551,2004,Harold and Kumar Go to White Castle,2004PASS
tt0366627,2005,The Jacket,2005FAIL
tt0366780,2005,MirrorMask,2005PASS
tt0366920,2003,Pride and Prejudice,2003PASS
tt0367027,2006,Shortbus,2006PASS
tt0367089,2005,The Squid and the Whale,2005FAIL
tt0367594,2005,Charlie and the Chocolate Factory,2005PASS
tt0367631,2004,D.E.B.S.,2004PASS
tt0367882,2008,Indiana Jones and the Kingdom of the Crystal Skull,2008FAIL
tt0367959,2007,Hannibal Rising,2007FAIL
tt0368447,2004,The Village,2004PASS
tt0368563,2008,Possession,2008PASS
tt0368933,2004,The Princess Diaries 2: Royal Engagement,2004PASS
tt0369339,2004,Collateral,2004FAIL
tt0369436,2008,Four Christmases,2008PASS
tt0369441,2005,Fun with Dick and Jane,2005PASS
tt0369994,2005,Strangers with Candy,2005PASS
tt0370032,2006,Ultraviolet,2006FAIL
tt0370263,2004,AVP: Alien vs. Predator,2004FAIL
tt0371246,2004,Spanglish,2004PASS
tt0371724,2005,The Hitchhikers Guide to the Galaxy,2005FAIL
tt0371746,2008,Iron Man,2008FAIL
tt0372183,2004,The Bourne Supremacy,2004FAIL
tt0372532,2005,The Wedding Date,2005PASS
tt0372588,2004,Team America: World Police,2004FAIL
tt0372784,2005,Batman Begins,2005FAIL
tt0373051,2008,Journey to the Center of the Earth,2008FAIL
tt0373074,2004,Kung Fu Hustle,2004FAIL
tt0373469,2005,Kiss Kiss Bang Bang,2005FAIL
tt0373883,2007,Halloween,2007PASS
tt0373889,2007,Harry Potter and the Order of the Phoenix,2007PASS
tt0374536,2005,Bewitched,2005PASS
tt0374900,2004,Napoleon Dynamite,2004FAIL
tt0375063,2004,Sideways,2004PASS
tt0375210,2005,White Noise,2005FAIL
tt0375568,2009,Astro Boy,2009FAIL
tt0375679,2004,Crash,2004PASS
tt0375912,2004,Layer Cake,2004FAIL
tt0376541,2004,Closer,2004PASS
tt0376994,2006,X-Men: The Last Stand,2006PASS
tt0377062,2004,Flight of the Phoenix,2004FAIL
tt0377092,2004,Mean Girls,2004PASS
tt0377107,2005,Proof,2005PASS
tt0377109,2005,The Ring Two,2005PASS
tt0379725,2005,Capote,2005FAIL
tt0379786,2005,Serenity,2005PASS
tt0380510,2009,The Lovely Bones,2009PASS
tt0380599,2005,Oliver Twist,2005FAIL
tt0381061,2006,Casino Royale,2006FAIL
tt0381681,2004,Before Sunset,2004FAIL
tt0381707,2004,White Chicks,2004PASS
tt0381849,2007,3:10 to Yuma,2007FAIL
tt0382077,2005,Hide and Seek,2005PASS
tt0382189,2004,My Summer of Love,2004PASS
tt0382625,2006,The Da Vinci Code,2006FAIL
tt0382628,2005,Dark Water,2005PASS
tt0382932,2007,Ratatouille,2007FAIL
tt0382992,2005,Stealth,2005FAIL
tt0383028,2008,"Synecdoche, New York",2008FAIL
tt0383060,2006,Zoom,2006PASS
tt0383222,2005,BloodRayne,2005FAIL
tt0383574,2006,Pirates of the Caribbean: Dead Mans Chest,2006FAIL
tt0383694,2004,Vera Drake,2004PASS
tt0384537,2006,Silent Hill,2006PASS
tt0384806,2005,The Amityville Horror,2005PASS
tt0385267,2004,In Good Company,2004FAIL
tt0385307,2005,Miss Congeniality 2: Armed  Fabulous,2005PASS
tt0385752,2007,The Golden Compass,2007PASS
tt0385880,2006,Monster House,2006PASS
tt0386117,2009,Where the Wild Things Are,2009FAIL
tt0386140,2005,The Legend of Zorro,2005FAIL
tt0386588,2005,Hitch,2005FAIL
tt0387131,2005,The Constant Gardener,2005PASS
tt0387564,2004,Saw,2004FAIL
tt0388500,2005,Beauty Shop,2005PASS
tt0388795,2005,Brokeback Mountain,2005FAIL
tt0389557,2006,Zwartboek,2006PASS
tt0389722,2007,30 Days of Night,2007FAIL
tt0390221,2004,Maria Full of Grace,2004PASS
tt0390384,2004,Primer,2004FAIL
tt0391198,2004,The Grudge,2004PASS
tt0393109,2005,Brick,2005FAIL
tt0393162,2005,Coach Carter,2005PASS
tt0395584,2005,The Devils Rejects,2005PASS
tt0395972,2005,North Country,2005PASS
tt0396171,2006,Perfume: The Story of a Murderer,2006PASS
tt0396652,2005,Ice Princess,2005PASS
tt0397101,2005,The Skeleton Key,2005PASS
tt0397535,2005,Memoirs of a Geisha,2005PASS
tt0397892,2008,Bolt,2008PASS
tt0398286,2010,Tangled,2010PASS
tt0398712,2005,Assault on Precinct 13,2005PASS
tt0398808,2007,Bridge to Terabithia,2007PASS
tt0398913,2006,DOA: Dead or Alive,2006PASS
tt0399201,2005,The Island,2005PASS
tt0399295,2005,Lord of War,2005FAIL
tt0400497,2005,Herbie Fully Loaded,2005PASS
tt0400717,2006,Open Season,2006FAIL
tt0401711,2006,Paris je taime,2006FAIL
tt0401729,2012,John Carter,2012PASS
tt0401792,2005,Sin City,2005PASS
tt0402022,2005,AEon Flux,2005PASS
tt0402399,2005,The New World,2005FAIL
tt0403702,2009,Youth in Revolt,2009FAIL
tt0404032,2005,The Exorcism of Emily Rose,2005PASS
tt0404203,2006,Little Children,2006PASS
tt0405094,2006,Das Leben Der Anderen,2006FAIL
tt0405159,2004,Million Dollar Baby,2004PASS
tt0405296,2006,A Scanner Darkly,2006FAIL
tt0405325,2005,Sky High,2005PASS
tt0405336,2006,Southland Tales,2006PASS
tt0405422,2005,The 40 Year Old Virgin,2005FAIL
tt0405508,2006,Rang De Basanti,2006PASS
tt0406375,2005,Zathura: A Space Adventure,2005FAIL
tt0406759,2008,The Eye,2008PASS
tt0407265,2005,Transamerica,2005PASS
tt0407304,2005,War of the Worlds,2005FAIL
tt0407887,2006,The Departed,2006FAIL
tt0408306,2005,Munich,2005FAIL
tt0408790,2005,Flightplan,2005PASS
tt0408985,2006,Last Holiday,2006PASS
tt0409182,2006,Poseidon,2006FAIL
tt0409459,2009,Watchmen,2009FAIL
tt0409847,2011,Cowboys  Aliens,2011FAIL
tt0410097,2005,Hustle  Flow,2005FAIL
tt0410297,2006,The Lake House,2006FAIL
tt0410377,2008,Nims Island,2008PASS
tt0411061,2007,88 Minutes,2007FAIL
tt0413267,2007,Shrek the Third,2007PASS
tt0414387,2005,Pride and Prejudice,2005PASS
tt0414852,2004,Banlieue 13,2004FAIL
tt0414982,2006,Final Destination 3,2006PASS
tt0414993,2006,The Fountain,2006FAIL
tt0415978,2005,Me and You and Everyone We Know,2005PASS
tt0416212,2008,The Secret Life of Bees,2008PASS
tt0416320,2005,Match Point,2005PASS
tt0416449,2006,300,2006FAIL
tt0416496,2006,Bandidas,2006PASS
tt0416508,2007,Becoming Jane,2007PASS
tt0417001,1997,Must love Dogs,1997FAIL
tt0417148,2006,Snakes on a Plane,2006PASS
tt0417225,2006,Idlewild,2006PASS
tt0417741,2009,Harry Potter and the Half-Blood Prince,2009PASS
tt0418279,2007,Transformers,2007FAIL
tt0418763,2005,Jarhead,2005FAIL
tt0418773,2005,Junebug,2005PASS
tt0419706,2005,Doom,2005FAIL
tt0419887,2007,The Kite Runner,2007FAIL
tt0420223,2006,Stranger Than Fiction,2006PASS
tt0421054,2005,Domino,2005PASS
tt0421239,2005,Red Eye,2005PASS
tt0421715,2008,The Curious Case of Benjamin Button,2008FAIL
tt0422720,2006,Marie Antoinette,2006PASS
tt0423169,2006,Sherrybaby,2006FAIL
tt0423409,2005,Tristram Shandy: A Cock and Bull Story,2005FAIL
tt0423977,2007,Charlie Bartlett,2007FAIL
tt0424095,2006,Flushed Away,2006FAIL
tt0424136,2005,Hard Candy,2005PASS
tt0424345,2006,Clerks II,2006FAIL
tt0424774,2005,The Adventures of Sharkboy and Lavagirl 3-D,2005FAIL
tt0425112,2007,Hot Fuzz,2007FAIL
tt0425123,2005,Just Like Heaven,2005PASS
tt0425210,2006,Lucky Number Slevin,2006FAIL
tt0425430,2007,The Messengers,2007PASS
tt0427152,2010,Dinner for Schmucks,2010FAIL
tt0427327,2007,Hairspray,2007PASS
tt0427944,2005,Thank You for Smoking,2005FAIL
tt0429493,2010,The A-Team,2010FAIL
tt0429589,2006,The Ant Bully,2006FAIL
tt0429591,2006,Aquamarine,2006PASS
tt0430634,2006,Stick It,2006PASS
tt0430770,2008,The Women,2008PASS
tt0432021,2007,Resident Evil: Extinction,2007PASS
tt0432283,2009,Fantastic Mr. Fox,2009FAIL
tt0432291,2005,The Fog,2005PASS
tt0432348,2005,Saw II,2005FAIL
tt0433035,2011,Real Steel,2011FAIL
tt0433362,2009,Daybreakers,2009FAIL
tt0433383,2005,"Good Night, and Good Luck.",2005FAIL
tt0433386,2006,The Grudge 2,2006PASS
tt0434409,2005,V for Vendetta,2005PASS
tt0435623,2005,Conversations with Other Women,2005FAIL
tt0435625,2005,The Descent,2005PASS
tt0435761,2010,Toy Story 3,2010FAIL
tt0436331,2006,Friends with Money,2006PASS
tt0436339,2009,G-Force,2009FAIL
tt0436697,2006,The Queen,2006FAIL
tt0437800,2006,Akeelah and the Bee,2006PASS
tt0438097,2006,Ice Age: The Meltdown,2006FAIL
tt0438488,2009,Terminator Salvation,2009FAIL
tt0439289,2006,Running with Scissors,2006PASS
tt0439478,2005,Boynton Beach Club,2005PASS
tt0439815,2006,Slither,2006PASS
tt0441773,2008,Kung Fu Panda,2008FAIL
tt0441909,2006,Volver,2006PASS
tt0442933,2007,Beowulf,2007PASS
tt0443272,2012,Lincoln,2012PASS
tt0443295,2005,"Yours, Mine and Ours",2005PASS
tt0443453,2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006FAIL
tt0443536,2005,Hoodwinked!,2005PASS
tt0443543,2006,The Illusionist,2006FAIL
tt0445922,2007,Across the Universe,2007PASS
tt0445934,2007,Blades of Glory,2007PASS
tt0446029,2010,Scott Pilgrim vs. the World,2010PASS
tt0446046,2006,Take the Lead,2006PASS
tt0446755,2006,The Painted Veil,2006FAIL
tt0448011,2009,Knowing,2009FAIL
tt0448134,2007,Sunshine,2007FAIL
tt0448157,2008,Hancock,2008FAIL
tt0448182,2009,Yesterday Was a Lie,2009PASS
tt0448694,2011,Puss in Boots,2011FAIL
tt0449010,2006,Eragon,2006FAIL
tt0449059,2006,Little Miss Sunshine,2006PASS
tt0449088,2007,Pirates of the Caribbean: At Worlds End,2007PASS
tt0450259,2006,Blood Diamond,2006FAIL
tt0450278,2005,Hostel,2005FAIL
tt0450385,2007,1408,2007PASS
tt0451094,2005,Chinjeolhan geumjassi,2005PASS
